,date,rating,review_text,is_elite,useful_count,funny_count,cool_count,user_name,language,sentiment_scores,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu,sentiment
571,2017-05-24 20:08:07+00:00,5,One of my favorite spots. Go with a friend and share the lomo saltado.,False,0,1,0,Han D.,en,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.8126}",0.8126,0.457,0.0,0.543,positive
570,2017-05-30 04:16:09+00:00,4,"Wanted to try Peruvian food when we stayed in Brooklyn back in February and I'm so glad we found this place for our first night. We were a group of six and made reservations without any problems. The restaurant itself is very open, airy and the ambience inviting. Service was great and our server helped us pick out our drinks. We all loved the cocktails we ordered but the real winner was the food.  We haven't had Peruvian food in a long time, and the flavors of all the food just blew us away. We did family style and this is what we ordered: 

Anticucho
-Pork belly, chicken thigh, and squid. 5/5
It came out on 3 skewers and tasted amazing so we ordered another set. Pork belly was the favorite around the table. 

Raw
-Corvina ceviche 4/5 
Extremely fresh and delicious. The spice in this dish was not overbearing and tolerable especially for my spice sensitive friends. 

Fish and meat
-Rock shrimp, clams, mussels, squid Paella 4/5
Lovely dish, had the right amount of spice and the seafood again was fresh. 

Large
-Whole branzino 5/5 
This fish was freaking amazing. It was seasoned to perfection. The sides that came complimented the fish beautifully. 

My only qualm with this place was the pricing of the food especially with the amount of food that was given. Other than that, if you got money to burn, come on in.",False,0,2,0,Marian D.,en,"{'neg': 0.035, 'neu': 0.711, 'pos': 0.253, 'compound': 0.9971}",0.9971,0.253,0.035,0.711,positive
569,2017-06-01 14:05:24+00:00,4,"Llama Inn
NY BK Willy B
6:30pm Wednesday
Four Stars

On this beautiful afternoon in Brooklyn, we sat the bar on a shady rooftop at the Llama Inn. We drank whiskey and wine and snack on some expensive but delicious food. We started with sweet bread and Head on Shrimp Skewer. Both were smoky and delicious. nothing better than shrimp brains. The pancreas was velvety. Next we had their Octopus Ceviche which thin sliced, tender, and flavorful. The avocado and citrus completed the dish. We finished with the $80 steak platter. The meat was med rare, the peppers were blistered and the scallion pancakes were delicious vehicle for everything on the plate. After you finish the pancakes they give you surprise rice to soak up all of the flavor on the cast iron. The service was top notch and whole experience was enjoyable.",False,4,3,1,Leonard L.,en,"{'neg': 0.031, 'neu': 0.663, 'pos': 0.306, 'compound': 0.9964}",0.9964,0.306,0.031,0.663,positive
568,2017-06-03 21:18:18+00:00,5,"I organized a birthday dinner here in May, and our guests are still talking about how enjoyable the event was. The staff was incredibly accommodating of our large party - the food was delicious, varied to fit everyone's preferences and served in ample portions. The ambiance made us feel as if we had left NYC, if only for the night. Cocktails were out of this world. We will be back!",False,0,1,0,Renata N.,en,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.9468}",0.9468,0.196,0.0,0.804,positive
567,2017-06-03 23:36:56+00:00,1,"The food was okay, but the portions sizes are so ridiculously​ small and expensive for what you get that I cannot recommend this restaurant.  Too bad, because the room is bright and pleasant enough.  The appetizers are particularly minuscule.  When I discussed potion size with our waitress, she call them Manhattan portions.  i don't know what that means, but it almost comical, except that it isn't",False,1,0,0,tony k.,en,"{'neg': 0.273, 'neu': 0.623, 'pos': 0.104, 'compound': -0.9534}",-0.9534,0.104,0.273,0.623,negative
566,2017-06-09 00:14:31+00:00,5,"The wife and I were looking for a quick bite before a show and this was the perfect find . 

We had recently returned from South America , so naturally a Peruvian spot seemed like a great pick . Luckily our instincts proofed right as everything here was perfect .

The service was outstanding , and the seafood rice and charred octopus civiche were a dream . We washed them down with their pisco sours which were honestly as good as anything we had in South America . 

All in all a great , beautifully designed place with stellar food and service to match . If you're in the neighborhood don't hesitate to visit .",False,1,2,0,Spencer B.,en,"{'neg': 0.0, 'neu': 0.689, 'pos': 0.311, 'compound': 0.9897}",0.9897,0.311,0.0,0.689,positive
565,2017-06-13 14:22:57+00:00,5,"Wow. Wow wow wow wow wow. Although the cost per bite was pretty high (all of the dishes were pretty tiny and the prices pretty high) it was worth every penny.

It's rare you go to a place and find that every dish is on point, but Llama Inn delivered.

There are several small bites sections of the menu, split up by meats, ceviche, veggies and starters. The small bites sections will be enough for a couple of bites each while the starter section is literally one massive bite, or two-three individual bites. There's also a ""large"" section that has a full fish and a big stirfry- we didn't opt for one of these but they likely would be good portion sizes.

For a table of four, our waiter suggested a large and then 2-3 smaller plates, or a mix of smaller plates. We opted to do more of the smaller plates and ended up with the mushrooms, fluke, short rib, duck sausage and a special seasonal salad that they were doing. We also got one of the pork belly small bites, which was just a bite. 

All of the dishes we were literally scraping the bottom of the dishes to get as much as possible. I would say for our group as we weren't starving this was an ok amount of food, but I would say you would probably need to make sure you had 2 small dishes per person to make it a full meal. 

I hope they change their menu up from time to time so that there's always new goodness to sample!",False,3,5,4,Elliott W.,en,"{'neg': 0.104, 'neu': 0.753, 'pos': 0.143, 'compound': 0.4836}",0.4836,0.143,0.104,0.753,positive
564,2017-06-15 14:22:34+00:00,1,We came by at 9:40pm to have dinner and the 2 hostess said they were done serving food. Yelp says they close at 10. Was very disappointed have been really wanting to eat here and it's my only night off this week. Such a shame,False,2,0,0,Nicole K.,en,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.923}",-0.923,0.0,0.216,0.784,negative
563,2017-06-27 13:31:54+00:00,5,"As soon as I tried Llama Inn for the first time, I made a mental note of all of the occasions in which I would be planning to return. It's surprisingly rare to find a place like this: takes reservations for brunch, plenty of seating, excellent ambiance, and brunch food that goes above and beyond your typical Benedict and French toast. I have yet to come for dinner, but I hear it's equally delicious so I'll be back at night, too. 

So far, I haven't had a dish I didn't like. Among my favorites: 
- quinoa salad (sounds a little boring on the menu but trust me)
- beef tenderloin stir fry (it has french fries and bananas in it, that's all you need to know)
- avo toast (another one that doesn't sound the most original but the mushrooms on top make it)
- French toast (ok I know I just said that French toast at brunch is boring, but it's perfect to share a little sweet bite with the table)

Great service, awesome natural light, lots of plants, great decor, and yummy drinks, too - this place is an all-around winner. Can't wait to come back for dinner!",False,11,9,8,Christina P.,en,"{'neg': 0.067, 'neu': 0.615, 'pos': 0.317, 'compound': 0.9968}",0.9968,0.317,0.067,0.615,positive
562,2017-07-03 16:05:01+00:00,5,"One of the best, most interesting dinners! Packed with flavor. Peru-Japanese success. Great pisco cocktails. Hip spacious bar!",False,0,1,0,Stephen F.,en,"{'neg': 0.0, 'neu': 0.399, 'pos': 0.601, 'compound': 0.9665}",0.9665,0.601,0.0,0.399,positive
561,2017-07-06 13:13:22+00:00,3,"I'd actually give this place 3.5 stars.

Went here last week Friday. First I want to comment on the decor which was a combo of desert/Latin modern minimalism (idk anything abt interior design... just a guess lol) and the wealth of plants and fun fabric art to add a pop color.
Our waiter was very attentive and knowledgeable about the menu and culture of the food. We ordered the octopus ceviche, the duck sausage with cilantro rice, and the ""Peruvian"" take on paella. I will say that the food is a little overpriced for the portions. The octopus ceviche was good the best part was my bite of crunchy squid and charred avocado. The duck sausage dish was ok ... just wish there was more meat for a price point of $24. The paella inspired dish on the other hand had plenty of seafood but the rice in both dishes reminded me of the boxed yellow rice by Goya or Zatarains... That aside the meal was satisfying enough. 

Overall it was a good experience, I just wish they had more options on the menu (more specifically ceviches). I prefer more traditional Peruvian food but I would come back to try the shared dish and anticuchos.",False,4,0,0,Santia V.,en,"{'neg': 0.029, 'neu': 0.809, 'pos': 0.162, 'compound': 0.9758}",0.9758,0.162,0.029,0.809,positive
560,2017-07-08 17:12:57+00:00,3,"This place has a cool concept with the Peruvian inspired dishes, however my Peruvian Puerto Rican friend I brought here said nothing really reminded her of authenticity except the Beef Tenderloin Stir Fry. Her mom use to cook something similar. I felt bad because her mom said NY has the best Peruvian food in America. Perhaps I didn't research it enough because I just looked for what was around. The place is pricy for what you get. We tried two of the skewers as a starter (octopus & pork belly) and they don't have much on the skewer. I don't see it on the yelp displayed menu, but we tried the corn dish as well that was good, a little sweet. We got a few cocktails, only one friend tried a signature cocktail and it was okay (can't remember the name). The service was okay.",False,3,0,0,Dawn V.,en,"{'neg': 0.092, 'neu': 0.764, 'pos': 0.144, 'compound': 0.8026}",0.8026,0.144,0.092,0.764,positive
559,2017-07-09 18:57:35+00:00,4,"Went here for dinner last night. Vibe and ambience is great. I love the large windows and the layout of the restaurant with the window seating, central bar, open kitchen with counter seating, and small tables. The decor is nice and modern. It's a great date night spot. I'm excited to return for brunch to see the plants/decor in daylight. I enjoyed my senorita spritz cocktail with gin, and my boyfriend enjoyed his Peruvian beer. Favorite dishes were the charred octopus ceviche & the lobster. I wish the lobster was easier to remove from the shell, but this dish was delicious! I think it could be better if they added a few more pieces of bread to soak up that delicious sauce. For the large course, we ordered the beef tenderloin, which is supposed to be their take on lomo saltado but I think it could have used a little more salt and A LOT more meat (especially for the price of $60). This dish came with a bunch of thin scallion pancakes that you use as tortillas to make little tacos with the beef tenderloin. Love this idea! It was great until we realized we only had enough meat to make 3 or 4 tacos. Then the rest of the dish was just fries, onions and the scallion tortillas - sorry, llama --3.5 stars for this beef tenderloin dish :/  I think if we come back for dinner, we'll order more anticuchos to share and maybe the branzino (hopefully it will be meatier than the tenderloin). Other than the tenderloin dish not having enough meat, I thought that the service was really great. Glass was never empty and drinks and food came out fast.",False,1,3,1,Cindy V.,en,"{'neg': 0.038, 'neu': 0.747, 'pos': 0.216, 'compound': 0.9965}",0.9965,0.216,0.038,0.747,positive
558,2017-07-10 19:08:04+00:00,4,"The reason visited Llama Inn is because its owner was Eleven Madison Park's sous chef. Because of this, I expected excellence, and that's what I received!

I came for brunch. Let me start off with my favorite dish now that it's fresh in my mind. The corvina ceviche. Out of this world! My boyfriend and I tried a variety of dishes for brunch and this was totally the standout. The surprising crunch of the corn made the ceviche that much better. It gave the ceviche texture and great flavor. Amazing!

Another standout was the fried chicken thigh. It had a sweet, savory honey sauce that my boyfriend and I couldn't get enough of. The Brioche French Toast was delicious as well as the flan. All in all, this is truly the best Peruvian food I have had so far!

As far as the ambiance, big windows allow light to flood the dining space. Along with hanging plants lining the edges of the restaurant and a big art piece on the back wall make this place such a fun and great place to have lunch or dinner dates. The staff was so friendly and kind too!

The only reason Llama Inn didn't receive a 5th star is because upon receiving the check, we were told that they didn't accept cash as payment. That was very strange since after a few minutes of wondering why, the waitress returned and said they could accept the cash but they preferred card payments. 

Aside from that, I will definitely recommend and revisit Llama Inn. I can't wait to try the dinner menu!",False,0,1,0,Oscar V.,en,"{'neg': 0.016, 'neu': 0.797, 'pos': 0.187, 'compound': 0.9923}",0.9923,0.187,0.016,0.797,positive
557,2017-07-13 20:34:41+00:00,4,"Had dinner with a friend and it was delicious! I'd recommend getting 2-3 appetizers to share as the portions are on the smaller side. We had the sweetbread, chicken and pork belly to share and it was great, just wish there was more of it. For the main dish, I had the lobster (BEST ever hands down!!) which more than made up for the small appetizers. I appreciated the fact that it wasn't messy and I was able to smoothly take out the lobster meat out of its' shell. The pina collama (a take on pina colada w/ pisco sour) was delicious as well as the chicha morada. Will definitely return for another meal!",False,0,0,0,Cindy M.,en,"{'neg': 0.028, 'neu': 0.67, 'pos': 0.303, 'compound': 0.9911}",0.9911,0.303,0.028,0.67,positive
556,2017-07-14 20:58:49+00:00,4,"My first time trying Peruvian-inspired food and I was impressed!

My friends and I made reservations for a Monday night dinner and were seated promptly. Atmosphere was dim and quaint. Good for a romantic, classy evening. The bar was a nice centerpiece to set the vibe.

Our server did a great job explaining many items on the menu and making recommendations. He was easy to talk to and made our evening very pleasant.

For starters, we went with skewers of pork belly and squid. The pork belly skewers literally melted in your mouth. SO GOOD. Squid was chewier than expected. Wish there was more. Each skewer had about 4 small cuts. We also shared the charred octopus ceviche with crispy squid. I've never had octopus so tender. I'm a huge seafood lover so I could have eaten that dish as an entree. For our main, we decided to share the beef tenderloin stir fry. Absolutely delicious. Basically it was tender steak served with french fries and a creamy savory sauce. If you enjoy steak and potatoes, this is on another level. At the end, they also bring out steamed rice for you to mix in to finish with the sauce that's been left over. 

With the above shared dishes and several drinks, our group of 4 spent about $45 per person. More on the expensive-side but we left satisfied. Definitely worth venturing to.",True,2,2,1,Cindy T.,en,"{'neg': 0.02, 'neu': 0.74, 'pos': 0.24, 'compound': 0.9942}",0.9942,0.24,0.02,0.74,positive
555,2017-07-20 05:11:14+00:00,2,"I am almost at a loss for words for this place. This was literally the most disappointing overpriced dinner I've had in yearssss. We spent an embarrassingly high amount of money on such underwhelming food and even smaller portions. It took ordering practically the entire menu for the 4 of us to get full and those skewers were just a joke at $6 to $8 a pop for literally one BiTE of food on a toothpick. The broccoli side had like One sad piece of broccoli we were all  Cutting into tiny pieces to share LOL (also the theme of every portion)! Not one thing we ate was memorable, or even good and everything was overly salty. The only thing worse than the food was the bartender who made it a habit of being snarky with our questions and orders while we waited for a table. He curtly corrected me on how to pronounce a wine name (and not in a cute or funny way) and the white wine was warm and served in this super lame water type glass which really no one who likes wine enjoys drinking out of. The whole fish was the only thing we enjoyed (kind of- it was overcooked and no longer flaky), but at $60 for it, it should've had gold stuffed inside. I really found this to be everything pretentious I hate in a restaurant scene and lacked charm, flavor and pizzaz. Also, the decor was great but we couldn't even enjoy it bc we were pouring sweat (hello AC in the summer?!). Do not waste one cent of your hard earned money on dinner here. I would say to sit at the bar for the amazing ambiance but the bartender will just suck the joy out of that too.",False,1,0,0,Lindsay L.,en,"{'neg': 0.191, 'neu': 0.69, 'pos': 0.119, 'compound': -0.9792}",-0.9792,0.119,0.191,0.69,negative
554,2017-07-25 17:10:00+00:00,1,"I'm sorry to say it was an affront to eat here because I felt ripped off by the prices (over 300 for 4) the tiny portions, eh service, food and bad overpriced wine. The portions were so micro-sized that the waiter said for each appetizer, we should order two. The place is designed as a rip-off establishment and I've had much better high-end Peruvian cuisine. The atmosphere with the rooftop dining and lovely space below is the one thumbs up for me. If money is no object, you may enjoy the Lama Inn.",False,1,0,0,Sofia M.,en,"{'neg': 0.166, 'neu': 0.745, 'pos': 0.089, 'compound': -0.8625}",-0.8625,0.089,0.166,0.745,negative
553,2017-08-03 03:31:56+00:00,3,"Wednesday night, the place was buzzing and inviting. The food was also very good. However, I am giving it 3.5 stars for two reasons:

1) In an expensive, more up-market, Manhattan style restaurant with table service, I expect good customer service. The tables were full so the hostess proposed to us the option of eating at the bar, which we accepted. However, there was only one bar stool so my friend had to go searching for a second stool whilst the bar men just looked on and did nothing to help and the hostess had gone elsewhere, despite having clearly seen that we were missing a seat. In a normal bar, this would obviously not have been an issue, but in a restaurant where you pay not only for food but for service, I expect a bit more of an effort.

2) The first part of the menu is the ""Anticuchos"". There are about 4 dishes in this section and although I did not know exactly what they were, they were all about $5 so I was expecting something relatively small. We ordered the shrimp and the pork belly. When the shrimp arrived, it was literally ONE, TINY 2 INCH shrimp! Not even a jumbo or mid-size! Whilst I am well experienced in NY restaurant prices, I was shocked and rather insulted by this offering. It was ridiculous. Offer two shrimp at least or tell the people ordering what to expect so that they don't order it! This little shrimp put me off frankly. I don't want to go to a restaurant where the chef or management team or whoever makes the menu decisions/prices thinks  that they can rip people off in such a astronomical way! Shame on you",False,7,0,0,Grace C.,en,"{'neg': 0.139, 'neu': 0.813, 'pos': 0.048, 'compound': -0.9866}",-0.9866,0.048,0.139,0.813,negative
552,2017-08-06 21:04:22+00:00,5,"Amazing find for a sunday brunch ! Eat on the rooftop if available, very cute and excellent service. Lynlea is very hospitable and I'll certainly be back !",False,0,0,0,Nick P.,en,"{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.933}",0.933,0.401,0.0,0.599,positive
551,2017-08-07 14:47:47+00:00,3,"We went on a Friday night for our 1st anniversary dinner. The restaurant itself is very charming, the food is interesting although we didn't love it. I definitely liked the scallops anticucho and the shrimp anticucho ($8 for ONE shrimp!) but everything is way overpriced and to justify that they have an insanely attentive staff. 
I'm not even exaggerating when I say that the waiters were at our table checking, refilling, asking, cleaning and prepping every 30 seconds. Not a relaxing date for sure.

On top of that the place was really loud and I couldn't really hear what my husband was saying but I could definitely hear the people sitting at the tables next to us.

It wasn't a terrible dinner but it was intense, not the kind of leisurely dinner we were hoping for.",False,2,0,0,Elsa J.,en,"{'neg': 0.115, 'neu': 0.705, 'pos': 0.179, 'compound': 0.8103}",0.8103,0.179,0.115,0.705,positive
550,2017-08-13 19:32:09+00:00,4,"Awesome Williamsburg date spot with low lighting, attractive decor, big windows, sharable plates, and nice Peruvian cuisine. We went on a Saturday night, waited 15 minutes for no reservation seats at the bar. We started with the llama del rey sangria, with pisco, red wine, and rum, and the cumbia themed drink. The sangria was great, worthy of another round. The cumbia drink was also good. Many pisco options on the menu, too.

Food was the real crowd pleaser. The short ribs were excellent, tender, juicy, and lick the plate good. The pork belly anticucho was awesome as was the small choclo and cheese casserole. The quinoa bowl was the surprise winner though: with cashews, banana, a little crunch, and other surprises, it was a perfect dish that can restore your faith that something healthy can also be damn tasty. Nice work! The only drawback at Llama Inn is the price, dinner for two with one entree, three small plates and two drinks was $125 not including tip. Not out of this world pricey, but not 'let's go here regularly' prices either. All in all, a great dinner and beginning to a night out in Williamsburg.",False,1,1,1,Will V.,en,"{'neg': 0.055, 'neu': 0.717, 'pos': 0.229, 'compound': 0.9867}",0.9867,0.229,0.055,0.717,positive
549,2017-08-16 18:22:12+00:00,4,great pisco sours and meat skewers. be warned- the meat skewers are quite small- get a lot! they have a roof and a great dining space,False,1,2,1,Taylor P.,en,"{'neg': 0.189, 'neu': 0.561, 'pos': 0.251, 'compound': 0.4765}",0.4765,0.251,0.189,0.561,positive
548,2017-09-01 14:46:28+00:00,4,"Amazing brunch here. I had the tamal dish and my friend had the Huacho sausage dish and shared. They were really delicious takes on those traditional breakfast meals, enjoyed every bite. The drink of the day was Peruvian paradise and it was like a passion fruit slushee spiked with pisco. I wanna go back and try the picarones and waffles with a bigger crew (because the dish is only available as a whole chicken). The servers weren't Peruvian or even spoke Spanish, which is usually a pet-peeve of mine, but they were so friendly and called me when I forgot my credit card. Yes, that happened. 

We ate on the roof, which was beautifully decorated, plus the weather was perfect. Food and drinks were just delicious. In brief, this was a much needed Peruvian breakfast spot.",False,0,2,0,Rafaella A.,en,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.9952}",0.9952,0.319,0.0,0.681,positive
547,2017-09-03 00:26:17+00:00,5,"Been here a couple of times but got to check out the rooftop finally last night! It's a small space that's typically overcrowded, but the long holiday weekend allowed some room to sit down. It was kind of a chilly night but they provided these cute, comfy blankets. Only had a couple of drinks but the service was",True,0,1,0,Nancy L.,en,"{'neg': 0.182, 'neu': 0.711, 'pos': 0.107, 'compound': -0.8043}",-0.8043,0.107,0.182,0.711,negative
546,2017-09-03 16:17:49+00:00,5,Pricey but super worth it get the $68 steak and fries with rice and pancake tortillas amazing,False,0,2,0,Aliyah S.,en,"{'neg': 0.088, 'neu': 0.458, 'pos': 0.454, 'compound': 0.9081}",0.9081,0.454,0.088,0.458,positive
545,2017-09-04 18:24:32+00:00,3,"Great service and cocktails. The spot itself is also very nice. The food was ok, salty. The fries and plantains were delicious though.",False,0,0,0,Nicole T.,en,"{'neg': 0.237, 'neu': 0.427, 'pos': 0.336, 'compound': 0.6361}",0.6361,0.336,0.237,0.427,positive
544,2017-09-05 00:50:01+00:00,4,"A hidden gem in Brooklyn. Great service, nice South American wine list and tasty food. Only drawback is the lack of table seats. We dined on the countertops that frame the restaurant.

Skewers are fabulous, very tasty--scallops had a delicious sauce, chicken and shrimp were nice roasted and the pork belly was just right. 

Crispy quinoa app with bacon and banana was unique and tasty but would have been better with a lighter touch of the banana flavored sauce.

Star of the night was the Branzino--pricey at $60 but exceptional flavor with delicious accompaniments--scallion rice was great (wish we had more!)

Key lime pie was topped with a delicious meringue. Only complaint was when you ate the graham cracker, meringue and pie in one bite it ended up being way too sweet.",False,0,2,0,An S.,en,"{'neg': 0.026, 'neu': 0.649, 'pos': 0.326, 'compound': 0.9956}",0.9956,0.326,0.026,0.649,positive
543,2017-09-09 04:06:34+00:00,5,"Look no further- you've found your dinner spot for tonight. We got here at 9:10 PM for a 9:15 PM reservation on a Friday night -- we weren't seated until 9:30 PM, but the hostesses were extremely transparent and communicative, and offered us a round of drinks on the house.

We sat on the roof which felt like an oasis in the middle of the Brooklyn. Our server Tyler was amazing -- he walked us through the menu, gave recommendations, and was very patient with our indecisiveness.

We started with the shrimp and pork belly skewers, moved to the cold quinoa veggie dish (AMAZING, it was like a flavor party in our mouths), and had the beef dish to share as an entree -- Tyler gave us a bowl of rice at the end to mix in with the leftover sauce and veggies. We ended the night with an ice cream dessert, also on the house.

Food is absolutely incomparable and service exceeded our expectations. Highly recommend!",False,0,1,0,Andrea C.,en,"{'neg': 0.047, 'neu': 0.833, 'pos': 0.12, 'compound': 0.938}",0.938,0.12,0.047,0.833,positive
542,2017-09-11 17:28:29+00:00,5,"The food was a fine 4 stars but the service really pushed it our visit to the next level. 

Visited on a thursday night with my wife and decided to have dinner at the rooftop bar. They did a great job of creating a nook, so to speak, in an outdoor area; hanging lights and leafy fronds through which you can catch glimpses of the resplendent underbelly of our beloved BQE.

White steamed quinoa and fried red quinoa punctuated with a few lardons was completely surprising and delicious. Recommend.

Octopus ceviche in a well balanced leche de tigre. Recommend. Order a couple piscos and do a leche de tigre back. Amazing.

Whole branzino with accoutrement was probably too much food for two but we weren't upset at all. Cleaned that guy off from cheek to tail. The soy fried rice is a great salty punch to the mild creaminess of the fish.

Key lime pie. Not that fake neon lime green here. Piped torched meringue was a nice visual change from the usual glob on top. Perfectly buttery cookie cracker crust. Pisco again. 

See if you can get your hands on some of their Peruvian corn nuts. Would recommend.",False,0,1,0,Isaac k.,en,"{'neg': 0.048, 'neu': 0.68, 'pos': 0.272, 'compound': 0.9959}",0.9959,0.272,0.048,0.68,positive
541,2017-09-13 22:23:34+00:00,5,"We had an absolutely gorgeous meal on their rooftop, at the community table. Beautiful roof with lots of plants and hanging lights and a little bar. 

The piña collama (lol) was fruity and well-balanced. For starters we had one each of the pork belly, sweetbreads, and scallops, all of which made my eyes roll back in my head.  They're small amounts of meat on a stick so if you're sharing, get multiples.  For main course, the short ribs, which were off the bone with beans and some sort of creamy sauce. The meat was like BUTTER.  For dessert I had the key lime pie with a buttery biscuit base and the most pillowy toasted meringue. To die for. I had not one critical thing to say about the meal (except a little ""oof"" at the bill but WORTH IT).",False,0,2,0,Melissa W.,en,"{'neg': 0.034, 'neu': 0.87, 'pos': 0.096, 'compound': 0.782}",0.782,0.096,0.034,0.87,positive
540,2017-09-14 12:24:58+00:00,5,"I've been to Peru many times and I was gladly surprise by the menu of this restaurant. I could easily say it is one of the top Peruvian restaurants in the country. Great variety in their menu, excellent drinks, very convenient location, great decor.. Brunch is a Must!!",False,0,1,0,Jaime V.,en,"{'neg': 0.0, 'neu': 0.639, 'pos': 0.361, 'compound': 0.9659}",0.9659,0.361,0.0,0.639,positive
539,2017-09-20 11:56:10+00:00,4,"Truth be told, I'm quite anxious to try the food at Llama Inn, so this review is strictly for everything but a meal. 

This dynamic duo stopped in Sunday evening for a drink. What really had us crazed is their rooftop - with fall on the verge of making its breakthrough, the weather was just about perfect. Even from the outside, the place has a cozy vibe and delightful decor. 

The main space is airy and the kitchen open to the floor. As you're walking up the steps to get to the roof, you have a great view into the kitchen, if that sort of stuff floats your boat. It does for me. 

The rooftop is so dang cute. There are a few tables along with one larger communal table and lots of greenery fills the space along with an outdoor booth in the corner. 

Although we only had a couple of glasses of rosé each, the service was great. My friend had asked our waiter if they had anything to snack on and of course he brings over the most fantastic corn nuts. Fan. Tastic!

Oh, and have I mentioned how sexy their rooftop bar is? 

I'm diggin' this place for sure.",True,0,3,0,Tara C.,en,"{'neg': 0.066, 'neu': 0.707, 'pos': 0.227, 'compound': 0.993}",0.993,0.227,0.066,0.707,positive
538,2017-09-24 02:19:20+00:00,5,"Not a fan of Peruvian but this place may have changed my mind.  Very nice to be able to
Sit in front of the kitchen and watch them work and the food is as good as the work they put in. The corn grits are amazing and the ribs were very tender just a little fatty.  The key lime pie dessert was unreal.  Make a reservation as it gets really busy",False,0,0,0,Eyal W.,en,"{'neg': 0.017, 'neu': 0.74, 'pos': 0.242, 'compound': 0.9724}",0.9724,0.242,0.017,0.74,positive
537,2017-09-24 19:20:24+00:00,5,"Llama Inn has the best upscale Peruvian food I've ever had the pleasure of experiencing. 
Everything is fine-tuned, from the selections of ceviche, the anticucho (appetizer skewers), the main, and the large dishes. Not to mention, the fantastic cocktail menu and large selection of Pisco (of course!). 

If you're open to raw seafood, try the ceviche! No matter which one it is, it's always extremely fresh, with subtle flavors that tie into whichever raw fish is used in the dish. Save some of the jus (leche de tigre) to take as a shot with a shot of Pisco after you're finished! 
For the main, a group of friends and I always order the Lomo Saltado (the large steak and fries dish). The beef tenderloin is perfectly cooked, stewed like stir fry in a pot with onions and tomatoes, topped with french fries, with a side of scallion pancakes that act as tortillas, with sides of avocado, spicy pickled chilis, and their homemade spicy creamy sauce. It's mouthwateringly delicious, and extremely filling, so I recommend conquering it with 3-4 people. 

Looking for vegetarian? Their vegetarian dishes are unbelievably good. Hungry? Try all the vegetable starters!

For dessert, you can't go wrong with any of it. It's usually experimental and overwhelmingly delightful. It changes seasonally, but the Peruvian-style donuts are always a great go-to. 

The only thing that's missing is a better after-dinner hot beverage selection as their espresso is really not very good. But, who actually wants espresso after a heavy Peruvian meal? Crazy people. (Like me with habitual tendencies.)

Oh yeah, if you're not convinced by the food, the ambiance is wonderful. Beautiful and comfortable (which is a difficult feat to do both), lively plants surround the perimeter, a beautifully designed bar in the center, and an open kitchen with hard working, friendly and occasionally hilarious chefs. (The rooftop is also beautiful and comfortable-- how do they do it so consistently well!)

Really fantastic neighborhood place in Brooklyn and definitely worth traveling to.",False,1,3,1,Cee M.,en,"{'neg': 0.044, 'neu': 0.706, 'pos': 0.25, 'compound': 0.9981}",0.9981,0.25,0.044,0.706,positive
536,2017-09-25 00:59:56+00:00,4,"Excellent small plates. We ended up ordering several seafood dishes (ceviche, grilled octopus, mariscos). Everything was super fresh. Also enjoyed the pisco on ice!!",False,0,2,0,Nellifer J.,en,"{'neg': 0.104, 'neu': 0.494, 'pos': 0.402, 'compound': 0.9097}",0.9097,0.402,0.104,0.494,positive
535,2017-10-04 23:56:04+00:00,5,"Where do I begin?

Cool sceney space with fun vibe? Check.

Awesome roof deck that gets shade during the midday sun? Check.

Delicious food? Check.

Fun and tasty cocktails? Check.

That's enough checks to get this guy over to Brooklyn more often.

Everything on the menu--and I've had just about all of it--is fantastic.

And the drinks--wow--it's been a while since multiple drinks on the menu really blew me away, but this place really knows their stuff.

Overall, this is a great new spot worth the trek out to visit whether you're catching up with friends, dining with your parents, or going on a date. Food is delicious, drinks are outstanding, and service was impeccable. Definitely worth checking out.",False,1,3,0,Ryan R.,en,"{'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.9951}",0.9951,0.343,0.0,0.657,positive
534,2017-10-06 04:01:25+00:00,5,"First of all, the food is AMAZING! It's so fresh and prepared right in front of you. The drink options are creative and delicious. The service was impeccable. Alyssa was or server and it was some of the best service I've ever had! Thanks girl :)",False,0,2,0,Alicia P.,en,"{'neg': 0.0, 'neu': 0.546, 'pos': 0.454, 'compound': 0.9868}",0.9868,0.454,0.0,0.546,positive
533,2017-10-08 00:30:59+00:00,5,"This was a delightful find!  The food was creative, and very very tasty.  I enjoyed everything from a cool cocktail sort of like a margarita but made with quinoa and cinnamon, (sound odd?  It's perfect!) to sweetbreads with raisins and chimchuri..  we each had a starter, main course and desert, and drinks, and it was under 150.  I thought it was a bargain too.
Try the short ribs, try the key lime pie!  We sat at the counter watching the kitchen, and could have our own conversation and be part of the action.  A wonderful experience.",False,1,2,0,VL H.,en,"{'neg': 0.028, 'neu': 0.76, 'pos': 0.211, 'compound': 0.9516}",0.9516,0.211,0.028,0.76,positive
